,x,y,word,label
pene,49.587036,-25.883245,pene,3
Ggle',-49.13507,-23.865326,Ggle',1
Ec,-2.2854376,-29.281216,Ec,2
Sr,-20.716177,-23.842937,Sr,1
keb,35.39945,-23.556938,keb,3
epce,13.265358,-27.89658,epce,0
plug-,-23.540956,-22.539577,plug-,4
cuu,-7.040355,-41.945774,cuu,1
Dcker,-9.74985,-42.8013,Dcker,1
vlvg,15.189186,-30.599625,vlvg,0
Exchnge,-31.29772,-49.020016,Exchnge,1
(e,42.63712,-13.878756,(e,3
Ffx,-43.241024,-24.075058,Ffx,4
uer',14.254815,-38.650597,uer',3
Plug,-21.477766,-21.80621,Plug,4
"per,",50.52911,-26.016426,"per,",3
Secur,-52.354607,-17.933676,Secur,1
enhnce,-11.920186,-18.055391,enhnce,4
pvu,8.434644,-29.537907,pvu,3
exchnge,8.728431,-42.877914,exchnge,3
"C++,",-2.7029083,-32.29731,"C++,",2
TpeScrp,11.75081,-28.776924,TpeScrp,0
Sple,-49.461727,-16.541468,Sple,1
"P,",-49.416176,-30.691137,"P,",1
ccg,48.00495,-26.005924,ccg,3
rck,13.719349,-39.92277,rck,3
"u,",26.439526,-14.453651,"u,",3
Vew,-35.301636,0.84869075,Vew,1
Tex,-37.561768,-12.678207,Tex,1
--,51.408867,-2.743482,--,2
clu-be,-10.781997,-43.244976,clu-be,1
gque,-26.138763,-51.218353,gque,2
"prjec,",-6.292716,-18.619858,"prjec,",4
"pr,",47.95056,-26.163628,"pr,",3
brnch,19.78097,-26.17155,brnch,0
Rep,-49.7792,-10.868657,Rep,1
WPF,-8.528822,-21.265684,WPF,4
neg,-34.52717,-11.513681,neg,1
rx,52.43951,-25.388386,rx,3
"ex,",48.791443,-25.60769,"ex,",3
efg,50.88981,-9.871653,efg,3
(),49.016357,-14.479126,(),3
"cun,",31.940773,-26.395914,"cun,",3
PS,-53.457394,-8.033831,PS,1
ege,44.69324,-25.584097,ege,3
Sh,-34.607887,1.7795978,Sh,1
ken,45.51425,-25.62392,ken,3
Degn,-30.637775,-24.883059,Degn,1
Bg,-46.59956,-18.86303,Bg,1
perfg,51.018852,-10.021947,perfg,2
Expler,-52.3626,-9.648063,Expler,1
vke,34.43013,-16.228996,vke,3
Cle,-46.078316,12.200941,Cle,1
hpe,44.406933,-22.44777,hpe,3
wl,25.81391,-18.288528,wl,3
Rece,-52.48448,-14.390797,Rece,1
unfe,-11.300886,-35.210415,unfe,4
pcke,7.842886,-44.070652,pcke,3
buffer,46.214092,-27.686634,buffer,3
MS,-55.1222,-8.621718,MS,1
rbrr,51.19645,-21.659176,rbrr,3
cjunc,16.208948,-29.264462,cjunc,0
f-pc,16.442337,-31.854317,f-pc,0
enf,41.92963,-17.902262,enf,3
"Ru,",-6.9397607,-32.303818,"Ru,",2
elr,-13.487453,-40.418224,elr,1
lper,-7.5420027,-23.957687,lper,4
Run,-39.620304,-16.017647,Run,1
JS,-15.251307,-27.047571,JS,4
ej,-15.4732485,-18.96308,ej,4
enu,43.877296,-27.527369,enu,3
Rel,-48.450714,-13.546026,Rel,1
"Lux,",-48.62451,-31.33308,"Lux,",1
"C,",-2.627756,-32.214508,"C,",2
"b,",29.293583,-24.399431,"b,",3
prcce,21.350235,-2.9698007,prcce,2
fce,29.4577,-15.510924,fce,3
jec,-13.11782,-20.465023,jec,4
unl,41.893852,-28.248276,unl,3
Le,-44.652386,-16.560741,Le,1
"k,",28.683626,-19.956184,"k,",3
Kurnee,-7.5645876,-41.69575,Kurnee,1
CL,-17.683182,-17.599478,CL,4
rfc,-7.828758,-16.526968,rfc,2
bckgrun,14.587205,-40.31525,bckgrun,3
Sprk,-27.980091,-21.098648,Sprk,1
erg,46.270954,-21.592867,erg,3
exrc,32.329506,-24.529812,exrc,3
vce,9.079216,-39.36604,vce,3
prceu,45.14291,-11.121483,prceu,3
hh,51.84366,-24.576103,hh,3
unle,18.223969,-27.75258,unle,0
Clju,-11.776319,-22.56921,Clju,4
Frn,-3.4226944,-33.288242,Frn,0
rle,24.057013,-17.686235,rle,3
JVM,-3.5543468,-27.277418,JVM,4
OAuh,-50.403206,-20.410076,OAuh,1
ccee,40.155987,-23.689491,ccee,3
nf,-52.13818,-13.864646,nf,1
Fr,-26.035057,-8.9526005,Fr,1
erper,-2.483561,-29.196964,erper,2
epec,49.18762,2.3665764,epec,2
Rele,-28.457466,4.36716,Rele,2
hgh-perfnce,-20.396019,-28.85492,hgh-perfnce,1
Swg,-13.359166,-22.059786,Swg,4
fh,27.014847,-17.411749,fh,3
ferg,-10.205491,-41.141426,ferg,1
negr,-55.495964,-14.668683,negr,1
"cle,",33.965336,-19.125557,"cle,",3
ur,26.615698,-19.867203,ur,3
Kl,-31.907185,-20.009958,Kl,4
chl,42.15213,-26.226093,chl,3
prx,1.5562466,-17.580095,prx,2
ppele,-14.0359745,-14.410551,ppele,4
Zen,-38.494217,-20.153753,Zen,4
Ler,-50.9524,-17.719652,Ler,1
"er,",45.35981,-20.74759,"er,",3
GHub,-45.82525,0.8163686,GHub,4
flg,48.146572,-19.81592,flg,3
"prgr,",37.32293,-16.879055,"prgr,",3
npce,-0.048649974,-23.783749,npce,2
Pge,-48.845997,-4.911058,Pge,1
ffence,40.823723,-21.193253,ffence,3
cchg,0.97801554,-16.0483,cchg,2
DB,-59.343643,-8.265597,DB,1
ercg,4.0947943,-18.036337,ercg,4
Prce,-52.137394,-13.381992,Prce,1
lew,-26.71046,-23.96519,lew,1
Bul,-20.214863,-22.94128,Bul,4
(f,35.769924,-5.7505274,(f,2
Ech,42.66389,-24.996574,Ech,3
Mege,-50.46362,-17.15754,Mege,1
fw,44.16193,14.247753,fw,2
np,12.600332,-17.307777,np,4
ubcl,32.439415,-35.176918,ubcl,3
ShP,-55.680435,-12.063281,ShP,1
Drl,9.264015,-18.059622,Drl,4
crpgrphc,46.061043,-1.3775663,crpgrphc,2
rnl,35.092915,1.135588,rnl,2
epr,46.08316,-27.01318,epr,3
cceble,12.730345,-36.770687,cceble,3
Dcun,-30.543148,-14.28091,Dcun,2
clenr,23.322615,-13.644439,clenr,3
rwg,34.1916,-35.01797,rwg,3
eul,-41.684696,-31.31464,eul,1
Scrp,-42.92118,-13.676911,Scrp,1
cOS,-47.573822,-30.635357,cOS,1
"brwer,",-18.382229,-35.789303,"brwer,",4
Bu,-48.908077,-14.841869,Bu,1
rke,8.04745,-1.8211285,rke,1
PC,-41.5192,-26.51724,PC,1
exene,21.054522,7.20969,exene,2
vble,40.88875,-25.547653,vble,3
gen,28.571175,-17.623571,gen,3
frl,-50.994087,-12.486405,frl,1
"ngen,",-8.05432,-42.752438,"ngen,",1
grr,55.084557,-14.340893,grr,2
queue,31.833467,-15.973199,queue,3
cence,52.850388,-17.287533,cence,3
ferrg,14.240481,-29.034203,ferrg,0
(k,-17.780094,-0.41149834,(k,2
lck,40.508957,-21.606329,lck,3
ARM,-32.28123,-32.012997,ARM,1
Lb,-47.094086,-15.197459,Lb,1
Ken,-13.32642,-25.465595,Ken,4
—,19.69193,-25.176786,—,0
gc,-4.0550246,-13.917214,gc,2
GPU,-24.88978,-6.650961,GPU,2
"cpen,",-8.468706,-19.515217,"cpen,",4
Anlc,-53.728436,-19.084105,Anlc,1
"pen-ce,",-20.2188,-29.507973,"pen-ce,",4
gng,44.024467,-19.071918,gng,3
lger,50.975834,-1.8259431,lger,0
Tpe,1.7628901,-24.470102,Tpe,2
enfer,46.973385,-14.863529,enfer,3
"lghgh,",-20.452694,-28.772469,"lghgh,",1
encrp,8.994805,-43.047897,encrp,3
cgn,0.45192415,-11.022013,cgn,2
"pl,",30.726969,-21.925346,"pl,",3
Mz,-42.96266,-23.667858,Mz,1
phc,36.450695,-2.1840189,phc,2
Prlg,-0.5437197,-30.382061,Prlg,2
clck,36.709194,-24.410023,clck,3
puh,-3.0222924,-43.381374,puh,1
hu,43.949486,-26.821264,hu,3
neurl,6.578878,-20.350054,neurl,2
hk,13.157671,-15.567588,hk,4
SVG,26.06584,-35.074757,SVG,4
–,-3.7879927,-8.313954,–,2
CC++,-2.4255817,-27.443018,CC++,2
Lcene,-31.499285,-37.50841,Lcene,1
Teple,-29.007723,-15.476502,Teple,2
ful,44.139534,-14.615071,ful,3
erne,6.4150443,-41.86424,erne,1
ppl,41.81328,-18.932938,ppl,3
rckg,8.406054,-15.222219,rckg,2
"X,",-48.39165,-31.251251,"X,",1
"gr,",10.029145,-39.006805,"gr,",3
Mule,-42.938,-14.170716,Mule,1
"cen,",29.98998,-24.529863,"cen,",3
"ule,",18.796608,-18.648651,"ule,",2
evlue,49.86446,-20.844807,evlue,3
Merl,-30.600252,-24.910652,Merl,2
keep,27.802101,-16.323854,keep,3
"erfce,",23.29158,-20.927248,"erfce,",3
"nl,",39.236847,-17.322916,"nl,",2
clg,25.665264,-19.12657,clg,3
SO,3.6160023,-30.722101,SO,0
flu,45.091972,-25.027578,flu,3
We,-48.68506,-3.9530523,We,1
lef,49.29226,-30.126991,lef,3
"cn,",41.614803,-18.914154,"cn,",3
ence,46.90543,-14.149222,ence,3
F#,-3.0510714,-28.214283,F#,2
Sge,-52.933464,-16.986805,Sge,1
uh,28.273586,-12.62235,uh,3
elece,40.788967,-25.362425,elece,3
lgcl,46.90358,-22.454441,lgcl,3
lrger,42.77908,-24.915062,lrger,3
"rucu,",47.8471,-21.00275,"rucu,",3
Y,-20.77825,-20.049349,Y,4
bch,-1.0459607,-13.1954775,bch,2
rgee,-46.447266,4.1732674,rgee,1
Slr,-39.740047,-11.144223,Slr,1
Tble,-32.922447,-5.7120566,Tble,1
echncl,45.550144,11.373583,echncl,0
necer,35.254597,-18.586662,necer,3
"rg,",46.80285,-17.326809,"rg,",3
Serch,-46.787857,-17.73683,Serch,1
bguu,16.92929,-28.563015,bguu,0
cene,36.86649,-4.0106244,cene,2
"feu,",-27.83264,0.6468171,"feu,",2
publhg,-23.615904,-26.817293,publhg,1
pbl,41.220745,-10.289344,pbl,3
rcl,43.383675,-22.074924,rcl,3
AJAX,-15.95744,-21.500505,AJAX,4
"perfnce,",-4.6828628,-15.103293,"perfnce,",2
"prceg,",39.182182,-17.38212,"prceg,",3
’,-10.671871,-11.958885,’,2
effcenl,35.45735,-19.808435,effcenl,3
NSQL,-28.4842,-19.550837,NSQL,1
fwg,45.017895,0.5483357,fwg,2
EE,-50.783886,-0.090046234,EE,1
wrp,-6.8656125,-23.276205,wrp,2
Cpler,-3.8336847,-33.24364,Cpler,2
cule,31.509796,-2.877669,cule,3
cuzble,-13.818185,-24.61876,cuzble,4
Unce,48.2897,-12.500518,Unce,2
Pckge,-23.553637,-9.354935,Pckge,1
rffc,7.0769773,-42.348263,rffc,3
nurcl,50.890316,-13.266306,nurcl,3
cener,7.09138,-41.15911,cener,1
execug,44.931965,-10.363294,execug,3
CRM,-55.49498,-12.992062,CRM,1
cpue,46.000786,-17.05591,cpue,3
flee,15.385904,-40.21652,flee,3
wnl,-0.5342461,-2.4444866,wnl,1
MATLAB,-2.0150173,-28.411938,MATLAB,2
rue,30.013552,-18.943413,rue,3
"lg,",31.102163,-24.620417,"lg,",3
cfgurg,1.8619598,14.050122,cfgurg,0
hbr,-14.8762045,-40.289207,hbr,4
ecrbg,54.05022,-12.566551,ecrbg,3
evlu,50.04184,-13.807918,evlu,2
Ug,16.106527,-16.348955,Ug,2
gnze,25.123457,-18.932077,gnze,3
cnecg,-34.541,-22.77374,cnecg,1
"uer,",9.456481,-39.08024,"uer,",1
elee,51.716892,-4.456002,elee,3
ccurn,47.478645,4.2528176,ccurn,2
ccle,28.517508,-14.896053,ccle,3
J,-24.50925,-17.345392,J,2
"SDK,",-47.680958,-28.684307,"SDK,",1
cnen,28.561556,-30.933456,cnen,2
Blueh,5.7431655,-45.243343,Blueh,1
COM,-0.57415843,-23.917442,COM,2
SQLe,-29.252956,-18.434347,SQLe,1
De,-20.539373,-4.762078,De,2
Fbe,-49.42714,-23.93067,Fbe,1
leg,26.24074,-18.952232,leg,2
Ml,-49.72141,-15.583719,Ml,1
Ve,-42.872097,-2.1938834,Ve,1
Grv,-13.844433,-21.662207,Grv,4
publ,-27.38282,-9.437299,publ,2
Sle,-27.57128,-7.204545,Sle,2
ebug,-23.02026,-25.1664,ebug,4
Ser,-30.740849,-47.044136,Ser,0
en',51.80392,-4.3428493,en',0
Specfc,-35.080555,-14.592604,Specfc,1
Prceg,-35.112682,-14.6479025,Prceg,1
fr-en,-15.983231,-25.888933,fr-en,4
Cunc,-51.0369,-15.267535,Cunc,1
"CSS,",-16.192202,-28.033785,"CSS,",4
"clen,",-0.34479415,-16.491056,"clen,",4
"C#,",-2.4876165,-31.621288,"C#,",2
equl,50.811623,-25.010084,equl,3
cenrl,23.916227,-17.654547,cenrl,3
erlz,2.3587065,-21.89734,erlz,2
hgr,37.276237,-10.531346,hgr,3
"gener,",16.972736,-28.121603,"gener,",0
"crl,",11.790501,-20.7349,"crl,",2
Ar,-44.48043,-4.253769,Ar,1
Publc,-31.645296,-37.513344,Publc,0
cenl,8.974531,-37.37632,cenl,3
"vlue,",50.574646,-25.147728,"vlue,",3
lengh,50.889626,-25.306467,lengh,3
nlzg,36.03901,-0.47461975,nlzg,2
cpleel,7.165377,-26.866564,cpleel,2
Pg,-29.112703,-10.221543,Pg,2
prcple,46.238323,6.4173045,prcple,2
Cec,-30.89613,-11.949839,Cec,2
rrchcl,31.589512,-12.886699,rrchcl,3
unce,9.402941,-37.47643,unce,3
hnler,33.3669,-15.797124,hnler,3
eep,6.5253315,-21.24747,eep,2
e--ue,-15.910184,-24.011229,e--ue,4
Buler,-39.140015,-18.797684,Buler,1
blg,21.55628,-15.54067,blg,2
"NET,",-39.50909,-16.312307,"NET,",1
ebugger,-25.597164,0.00070658745,ebugger,1
hr-pr,-16.973576,-14.727394,hr-pr,4
peech,0.5900955,-10.550011,peech,2
Or,43.834614,13.127234,Or,2
Sue,-48.60432,-11.927373,Sue,1
(lke,44.228157,11.075607,(lke,2
Br,-31.836216,-6.4769807,Br,2
Lerng,-46.599808,-27.54584,Lerng,1
lec,-0.7132399,-30.807804,lec,2
"elpn,",-22.602806,-25.746761,"elpn,",1
"pckge,",12.365917,-17.754826,"pckge,",2
leer,43.05901,-20.51905,leer,3
"enge,",-12.051102,-14.532667,"enge,",2
BSD,-40.476303,6.548729,BSD,1
GWT,-16.996626,-23.046553,GWT,4
Archecu,-50.54007,-13.202888,Archecu,1
crc,1.5202271,0.37249961,crc,2
"ul,",49.131966,2.2696,"ul,",3
expl,47.271027,4.5757117,expl,2
encpule,33.678776,-18.136465,encpule,3
rgeg,-40.94723,-12.659702,rgeg,1
bu,6.7870274,-43.302002,bu,1
fn,-17.5811,-18.015451,fn,4
ulze,-18.543142,-22.199116,ulze,4
"vrble,",48.961327,-20.506178,"vrble,",3
equvlen,46.60602,-9.885925,equvlen,3
fxe,42.152557,-22.003826,fxe,3
uhz,0.98493695,-41.581116,uhz,1
generl-purpe,-1.2082728,-27.44304,generl-purpe,2
Tr,-42.718105,-7.6697564,Tr,1
Cpuer,-35.081486,-11.270932,Cpuer,1
ppernce,36.253666,-22.114334,ppernce,3
Tk,-22.355885,-14.840626,Tk,1
Ree,-50.711033,-15.576377,Ree,1
ES,-30.0029,-7.812775,ES,2
RFC,-23.132904,-5.2729125,RFC,2
Repen,29.341112,-11.595284,Repen,2
On,-31.253044,3.6507795,On,2
"Serr,",-59.043884,-9.196003,"Serr,",1
"Se,",-46.24805,-12.991543,"Se,",1
urne,44.826458,-10.717678,urne,3
nner,33.899277,-18.627794,nner,3
Mrk,-33.713757,-15.033362,Mrk,2
"pruc,",-36.262417,-26.291594,"pruc,",1
chnnel,7.199148,-41.53671,chnnel,1
ECMAScrp,10.895426,-28.79224,ECMAScrp,0
crcr,-32.80139,-31.179514,crcr,1
nhg,26.892628,2.805348,nhg,2
"pge,",29.930347,-24.925627,"pge,",3
rf,31.12231,1.5523864,rf,3
Fe,-39.565517,-11.244573,Fe,1
"lbr,",-11.506444,-3.3737085,"lbr,",2
Func,-34.143166,-5.1848326,Func,1
e-crce,-23.24183,-27.028885,e-crce,1
furr,35.00815,-11.91499,furr,3
DSL,-24.807627,-15.361728,DSL,2
JSF,-15.30173,-20.344492,JSF,4
Ke,-39.0305,-0.85791653,Ke,1
USB,5.9636106,-45.404305,USB,1
lw-lel,-4.560869,-24.537313,lw-lel,2
cge,6.854628,-25.049608,cge,2
"),",8.832188,-13.222994,"),",2
rrch,38.83194,-21.868425,rrch,3
chngg,44.01199,-17.075756,chngg,3
Cv,-19.151297,-24.329205,Cv,4
"cg,",18.43877,-5.279876,"cg,",2
Mgen,-32.4916,-35.491516,Mgen,0
Erlng,-10.580528,-5.6525674,Erlng,2
"newk,",7.2212286,-43.51909,"newk,",2
nrze,-28.937984,-1.8773264,nrze,2
egrg,-17.179169,-15.227192,egrg,4
(w,-45.106873,-12.113649,(w,1
equ,45.128277,-13.771655,equ,3
"egn,",45.5126,4.6517496,"egn,",2
-p,-9.159703,-43.025604,-p,1
ggg,6.7950535,17.716497,ggg,0
wch,35.804134,-23.404337,wch,3
Sece,-55.48064,-13.403488,Sece,1
urfce,42.83462,-23.331596,urfce,3
Envrn,-39.658848,-16.158386,Envrn,1
peclze,1.8502258,-8.778204,peclze,2
culg,5.69127,-11.553839,culg,2
Flex,-21.35508,-17.509214,Flex,1
cenfc,5.891463,-21.491743,cenfc,2
Je,-25.309761,-17.189245,Je,2
Oper,-39.51061,-7.724848,Oper,1
Onl,17.70096,-27.362947,Onl,0
Srg,43.31127,-3.1009715,Srg,2
Prr,-50.84087,-14.7326975,Prr,1
(clug,8.26746,-6.6221943,(clug,2
Cnr,-28.028965,-20.39847,Cnr,1
lgebr,51.37324,-13.071369,lgebr,2
ulg,43.972008,-17.923227,ulg,3
fuu,50.043217,-2.067905,fuu,3
ckg,-11.29395,-21.768791,ckg,4
"lgh,",50.95651,-13.220759,"lgh,",3
"generl,",15.818948,-27.61981,"generl,",0
cerfce,-42.64874,0.6167936,cerfce,1
Aunc,-50.059666,-19.26695,Aunc,1
Fer,22.547138,9.562359,Fer,2
pvul,-34.135445,-28.11781,pvul,1
rgge,37.007557,-24.043814,rgge,3
een,39.11429,-6.3244767,een,2
"
",44.261864,-1.6677073,"
",2
clcul,45.707954,-14.972308,clcul,3
prn,3.0434551,0.2657567,prn,2
fncl,7.252402,-11.504148,fncl,2
Lnguge),-33.690357,-15.265033,Lnguge),2
enl,-10.348749,-5.5979037,enl,2
RDF,2.4902759,-22.962519,RDF,2
"v,",1.5129693,-4.2992992,"v,",2
"elen,",37.318035,-26.174734,"elen,",3
lz,48.675697,-10.502448,lz,2
prl,45.59317,-16.891373,prl,3
gnu,41.0766,-14.563075,gnu,3
h),0.9142645,-3.6622975,h),2
pxel,43.27826,-23.897179,pxel,3
n',18.702559,-27.06723,n',0
"bul,",-14.10262,-40.452927,"bul,",1
SP,-48.866154,-8.397928,SP,1
ke-vlue,20.805489,0.35197124,ke-vlue,2
Pn,-47.602013,-17.02366,Pn,1
rb,49.126633,2.348417,rb,2
lb,1.0830594,-24.537056,lb,2
"clble,",-10.174844,-39.105503,"clble,",1
LNQ,-30.893707,-15.927506,LNQ,2
bbv,15.892105,9.852831,bbv,2
JvFX,-13.724637,-21.88887,JvFX,4
Hrne,-25.658432,-18.129694,Hrne,2
pcl,36.580143,-2.294717,pcl,2
rgger,43.53141,-11.824062,rgger,3
epen,36.73388,-12.139375,epen,3
fk,-11.904583,-6.948725,fk,2
Sn,-43.116474,-9.536185,Sn,1
Err,43.766243,-12.115606,Err,2
"nur,",50.224236,-25.470572,"nur,",3
Ch,-48.444134,-19.939295,Ch,1
Selenu,-17.492842,-18.623215,Selenu,4
vle,34.630947,-13.865026,vle,2
egence,-6.5229907,-38.91761,egence,1
chce,25.4502,1.327016,chce,3
wle,6.4745383,-44.95619,wle,1
zer,43.842552,-16.125618,zer,3
epeng,44.205032,-19.58253,epeng,3
querg,-24.528723,-14.461105,querg,2
TV,-43.778103,-28.469383,TV,1
lvg,46.179585,3.3738317,lvg,2
NeJS,-15.90671,-18.856604,NeJS,4
Slrlgh,-46.469833,13.833727,Slrlgh,1
"envrn,",-8.720435,-4.4324217,"envrn,",2
expg,1.4618946,-25.05243,expg,2
Meh,47.18003,7.7229514,Meh,2
lerge,-19.285118,-25.659807,lerge,4
cckg,42.707867,-10.620836,cckg,3
Devce,-46.920883,-22.728935,Devce,1
lble,-9.564149,-37.67459,lble,1
rnp,0.16846728,-43.5183,rnp,1
pecfg,45.963024,-19.651014,pecfg,3
expece,46.118816,-19.443298,expece,3
brge,-20.356726,-9.873009,brge,4
hugh,48.33563,-2.2654772,hugh,3
plcg,38.395836,-20.9605,plcg,3
erv,41.216473,-8.956115,erv,2
engeerg,45.705734,4.4833794,engeerg,2
(uu,38.895565,-11.574401,(uu,3
gegrphc,33.101345,-10.648733,gegrphc,2
legc,-32.06577,3.9935622,legc,1
enfe,42.408928,-16.501741,enfe,3
Ubunu,-33.23362,-32.463352,Ubunu,0
"nr,",1.8705624,-29.634663,"nr,",2
CkePHP,15.274523,-26.65301,CkePHP,0
"XML,",-9.235525,-2.604086,"XML,",2
Elcerch,-0.87294346,14.365375,Elcerch,2
QUESTONS,-29.988686,-49.173927,QUESTONS,0
frgn,40.195923,-15.526447,frgn,3
rnle,41.62506,1.1265025,rnle,2
Pc,-34.314552,-7.839378,Pc,1
cplg,6.370748,-25.469225,cplg,2
Anl,-35.758728,-13.046017,Anl,1
June,-35.481438,-38.040993,June,1
GrphQL,-16.278004,-18.00723,GrphQL,4
"lee,",-36.92906,-37.84453,"lee,",0
"pu,",36.89754,-14.827631,"pu,",3
Fu,-40.643616,-6.351595,Fu,1
nerc,-35.75664,-12.005146,nerc,1
enr,25.890041,-12.487599,enr,3
cug,19.459879,17.401064,cug,2
ber,40.793865,-23.507154,ber,3
WebScke,0.4854694,-18.344393,WebScke,4
cne,23.529709,6.2819543,cne,2
cbck,33.845985,-15.800123,cbck,3
Flk,-19.514866,-16.035398,Flk,4
Avnce,-36.712227,-13.130671,Avnce,1
WYSWYG,-14.150313,-24.66821,WYSWYG,4
Grphc,-29.367943,-8.327718,Grphc,2
WC,-23.608799,-3.0531907,WC,2
pplg,45.035076,-18.71358,pplg,3
New,-42.765812,-11.132568,New,1
JSR,-50.470448,1.2390138,JSR,2
clcule,45.207066,-17.413359,clcule,3
jng,8.773318,-17.900122,jng,4
Sung,-43.99794,-28.06017,Sung,1
lfeccle,8.990361,-15.840397,lfeccle,4
vnge,-4.0685854,-11.333007,vnge,2
D',17.195501,-27.16121,D',0
ORA-:,43.729855,-12.129103,ORA-:,3
"S,",7.4849367,-4.4465094,"S,",2
Pler,-43.816574,-1.7679628,Pler,1
Dekp,-52.286118,-9.140812,Dekp,1
Trnfer,-51.057114,-17.242153,Trnfer,1
nernl,-32.974667,-10.861245,nernl,2
JeBr,-48.24827,5.443599,JeBr,1
kwlege,42.872448,6.5950365,kwlege,2
c),41.225327,-12.392324,c),3
prp,22.968605,-12.487199,prp,3
fquenl,41.57089,-16.852285,fquenl,3
z,27.492329,-9.154708,z,2
prucv,-48.215244,6.2106433,prucv,1
cbg,32.863605,-11.76764,cbg,2
exl,-4.2782626,-9.14696,exl,2
Dgl,-46.771534,-12.25747,Dgl,1
Vl,-13.721369,-16.276838,Vl,2
exe,41.151043,-14.79123,exe,3
ce),46.543533,-12.664477,ce),3
rkeg,-8.349038,-42.23254,rkeg,1
nurc,48.804005,-20.259272,nurc,3
erpe,0.9598224,-27.550293,erpe,2
Unfe,-49.67953,-12.853923,Unfe,1
rhc,49.45342,-14.298011,rhc,3
"Servce,",-53.1757,-17.026678,"Servce,",1
Jul,-35.307877,-36.90791,Jul,0
nchrz,5.401166,-10.7264805,nchrz,2
"crp,",29.79339,-9.989298,"crp,",3
SOAP,-27.071041,-23.526642,SOAP,1
Unrl,-44.633343,-14.874006,Unrl,1
VBA,3.5327716,19.727428,VBA,0
kw,11.207734,-1.3309541,kw,2
"exen,",-14.853657,10.17912,"exen,",2
"pg,",24.43611,-2.439612,"pg,",2
publh,-4.3354306,-19.169355,publh,1
explcl,44.936176,-19.928692,explcl,3
Subr,-1.4720871,-1.9924963,Subr,1
blckch,-40.813858,-8.486335,blckch,1
UNX,-35.184685,-30.360237,UNX,2
brce,38.510315,1.3798292,brce,2
POSX,40.468178,-11.345013,POSX,3
prle,9.137942,-37.61537,prle,2
Rch,-41.707874,-16.045328,Rch,1
egng,-23.524412,-0.7163585,egng,1
Sru,-20.292198,-20.86791,Sru,4
Tc,-49.01086,-0.49417788,Tc,1
JB,-50.128063,-11.976696,JB,1
Lke,-47.219894,-7.519785,Lke,1
egner,-8.78712,-17.029404,egner,1
SE,-50.368446,-0.09874674,SE,1
erp,44.00854,-8.229567,erp,3
Mer,-36.540268,-0.3828433,Mer,1
(ce,45.910435,0.11759441,(ce,2
Gener,-26.483824,-3.9180787,Gener,2
Ee,-36.636982,-13.600393,Ee,1
Elc,-52.46303,-16.89142,Elc,1
che,25.283873,-11.918927,che,3
%,-4.9572663,-7.7397237,%,2
Oc,-35.898556,-36.932262,Oc,1
JDBC,-28.649149,-18.0431,JDBC,2
Gl,-16.987402,-15.116158,Gl,1
Teg,-39.06554,-17.858921,Teg,1
buler,-19.559,-15.438331,buler,4
ccern,26.99994,24.266695,ccern,0
wkl,-8.901904,-39.326077,wkl,1
Jenk,12.045946,-14.614895,Jenk,2
pnel,23.306482,-13.328933,pnel,3
"ler,",-13.467875,-5.608183,"ler,",2
"exp,",46.467545,-8.691444,"exp,",2
"pern,",47.63415,6.8434873,"pern,",2
gew,0.1101714,-40.992985,gew,1
rbu,-18.304382,-24.168182,rbu,4
"pc,",42.73944,-16.628332,"pc,",3
len,35.07786,-9.45491,len,3
Grle,-22.460976,-21.4697,Grle,4
"plug,",13.6602955,-14.874827,"plug,",4
"prce,",28.069153,-18.48801,"prce,",3
fee,-8.434933,-11.658555,fee,2
Ge,-14.738212,-2.8056102,Ge,2
ngulr,-2.6108832,-4.86658,ngulr,4
Spe,-21.355183,-11.7428,Spe,1
eff,-8.890053,-16.189068,eff,2
Sg,-39.466934,-5.871876,Sg,1
MT,-40.4175,6.6083345,MT,1
Jv-be,-21.314045,-27.382412,Jv-be,1
flerg,23.92626,-6.33345,flerg,2
DevOp,-54.216156,-3.3861337,DevOp,1
vlu,6.5948343,-10.444801,vlu,2
cpul,46.228775,3.9502764,cpul,2
bp,37.165756,-4.550505,bp,2
Oulk,-52.420612,-8.005058,Oulk,1
p),29.6249,-3.638267,p),2
Drr,-51.617798,-7.7996573,Drr,1
Ajx,-16.033806,-21.618233,Ajx,4
Operg,-46.045555,-12.748519,Operg,1
hb,-15.446366,-23.707174,hb,4
Dj,-16.295519,-24.974764,Dj,4
Ap,-40.55126,-5.0149775,Ap,1
Nfc,-47.321392,-22.26629,Nfc,1
AcScrp,-11.878977,-20.136425,AcScrp,4
erchg,49.454006,-8.257636,erchg,2
Seper,-35.65282,-37.58824,Seper,0
VM,-38.618057,4.5851436,VM,1
"""""",41.984608,-18.855341,"""""",3
bpge,17.011887,-13.902667,bpge,2
"Frwk,",-38.760437,-19.175024,"Frwk,",1
Acv,11.238773,-11.208487,Acv,2
zg,23.248205,-7.1480026,zg,2
grle,27.665329,-16.108173,grle,3
(DE),-47.886665,4.6470475,(DE),1
XAML,-11.850748,13.087407,XAML,4
"plen,",-0.74383134,1.4141748,"plen,",2
OSG,-20.387415,-26.159964,OSG,1
cpc,38.800976,-2.9393504,cpc,2
Wl,-48.695053,-4.0605507,Wl,1
chrg,-15.938386,-25.49841,chrg,4
ASC,47.37711,-12.561641,ASC,3
flexbl,-5.3734813,-13.099188,flexbl,2
